NAME,SECTOR,SCRIP
LT Foods Ltd.,Consumer Food,DAAWAT
Sobha Ltd.,Construction - Real Estate,SOBHA
Ruchira Papers Ltd.,Paper &amp; Paper Products,RUCHIRA
Tanla Platforms Ltd.,IT - Software,TANLA
Zee Media Corporation Ltd.,TV Broadcasting &amp; Software Production,ZEEMEDIA
Siti Networks Ltd.,TV Broadcasting &amp; Software Production,SITINET
Lumax Auto Technologies Ltd.,Auto Ancillary,LUMAXTECH
Autoline Industries Ltd.,Auto Ancillary,AUTOIND
Network 18 Media &amp; Investments Ltd.,TV Broadcasting &amp; Software Production,NETWORK18
Hubtown Ltd.,Construction - Real Estate,HUBTOWN
TV18 Broadcast Ltd.,TV Broadcasting &amp; Software Production,TV18BRDCST
Cambridge Technology Enterprises Ltd.,IT - Software,CTE
Technocraft Industries (India) Ltd.,Steel &amp; Iron Products,TIIL
Redington (India) Ltd.,Trading,REDINGTON
AI Champdany Industries Ltd.,Textile - Weaving,AICHAMP
Cineline India Ltd.,Film Production,CINELINE
Pearl Global Industries Ltd.,Textile,PGIL
Firstsource Solutions Ltd.,BPO-ITeS,FSL
Power Finance Corporation Ltd.,Finance Term Lending,PFC
Ahluwalia Contracts (India) Ltd.,Construction - Real Estate,AHLUCONT
Transwarranty Finance Ltd.,Finance - NBFC,TFL
C&amp;C Constructions Ltd.,Engineering - Construction,CANDC
Indian Bank,Bank - Public,INDIANB
SMS Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs,SMSPHARMA
Oriental Trimex Ltd.,Ceramics-Marble-Granite-Sanitaryware,ORIENTALTL
Mindtree Ltd.,IT - Software,MINDTREE
E-Land Apparel Ltd.,Textile,ELAND
Vodafone Idea Ltd.,Telecommunication - Service  Provider,IDEA
Jagjanani Textiles Ltd.,Textile - Weaving,532825
Raj Television Network Ltd.,TV Broadcasting &amp; Software Production,RAJTV
Page Industries Ltd.,Textile,PAGEIND
AMD Industries Ltd.,Plastic Products,AMDIND
Lehar Footwears Ltd.,Footwear,532829
Astral Ltd.,Plastic Products,ASTRAL
Abhishek Corporation Ltd.,Textile - Spinning,ABHISHEK
Indiabulls Real Estate Ltd.,Construction - Real Estate,IBREALEST
Camlin Fine Sciences Ltd.,Chemicals,CAMLINFINE
ICRA Ltd.,Ratings,ICRA
Dish TV India Ltd.,TV Broadcasting &amp; Software Production,DISHTV
Sahyadri Industries Ltd.,Cement &amp; Construction Materials,532841
Sree Rayalaseema Hi-Strength Hypo Ltd.,Chemicals,SRHHYPOLTD
Fortis Healthcare Ltd.,Hospital &amp; Healthcare Services,FORTIS
TGB Banquets And Hotels Ltd.,Hotel,TGBHOTELS
Hilton Metal Forging Ltd.,Forgings,HILTON
Delta Corp Ltd.,Miscellaneous,DELTACORP
MIC Electronics Ltd.,Electric Equipment,MICEL
Insecticides (India) Ltd.,Pesticides &amp; Agrochemicals,INSECTICID
Mcdowell Holdings Ltd.,Finance - NBFC,MCDHOLDING
Asahi Songwon Colors Ltd.,Dyes &amp; Pigments,ASAHISONG
Nitin Fire Protection Industries Ltd.,Engineering - Industrial Equipments,NITINFIRE
Haryana Capfin Ltd.,Finance - Investment,532855
Time Technoplast Ltd.,Plastic Products,TIMETECHNO
Hinduja Global Solutions Ltd.,BPO-ITeS,HGS
Nelcast Ltd.,Castings-Forgings,NELCAST
Quintegra Solutions Ltd.,IT - Software,QUINTEGRA
V2 Retail Ltd.,Retailing,V2RETAIL
DLF Ltd.,Construction - Real Estate,DLF
Tarmat Ltd.,Engineering - Construction,TARMAT
Ankit Metal &amp; Power Ltd.,Steel &amp; Iron Products,ANKITMETAL
Sun Pharma Advanced Research Company Ltd.,Miscellaneous,SPARC
Housing Development And Infrastructure Ltd.,Construction - Real Estate,HDIL
Suryachakra Power Corporation Ltd.,Power Generation-Distribution,532874
Allied Digital Services Ltd.,IT - Software,ADSL
Simplex Projects Ltd.,Construction - Real Estate,SIMPLEX
Alpa Laboratories Ltd.,Pharmaceuticals &amp; Drugs,ALPA
Sir Shadi Lal Enterprises Ltd.,Sugar,532879
Omaxe Ltd.,Construction - Real Estate,OMAXE
Refex Industries Ltd.,Industrial  Gases &amp; Fuels,REFEX
Central Bank Of India,Bank - Public,CENTRALBK
SEL Manufacturing Company Ltd.,Textile,SELMC
Neueon Towers Ltd.,Transmission Towers - Equipments,NTL
Asian Granito India Ltd.,Ceramics-Marble-Granite-Sanitaryware,ASIANTILES
K.P.R. Mill Ltd.,Textile,KPRMILL
Take Solutions Ltd.,IT - Software,TAKE
Puravankara Ltd.,Construction - Real Estate,PURVA
Motilal Oswal Financial Services Ltd.,Finance - Stock Broking,MOTILALOFS
VTM Ltd.,Textile - Weaving,VTMLTD
Indowind Energy Ltd.,Power Generation-Distribution,INDOWIND
Nagreeka Capital &amp; Infrastructure Ltd.,Finance - NBFC,NAGREEKCAP
Magnum Ventures Ltd.,Paper &amp; Paper Products,MAGNUM
Power Grid Corporation Of India Ltd.,Power Generation-Distribution,POWERGRID
Kaveri Seed Company Ltd.,Agriculture,KSCL
Paisalo Digital Ltd.,Finance - NBFC,PAISALO
Consolidated Construction Consortium Ltd.,Engineering - Construction,CCCL
Supreme Infrastructure India Ltd.,Engineering - Construction,SUPREMEINF
Maan Aluminium Ltd.,Aluminium &amp; Aluminium Products,MAANALU
IL&amp;FS Engineering and Construction Company Ltd.,Engineering - Construction,IL&FSENGG
Parle Industries Ltd.,IT - Software,532911
Religare Enterprises Ltd.,Finance - Investment,RELIGARE
Barak Valley Cements Ltd.,Cement &amp; Construction Materials,BVCL
Rathi Bars Ltd.,Steel &amp; Iron Products,532918
Adani Ports and Special Economic Zone Ltd.,Port,ADANIPORTS
Edelweiss Financial Services Ltd.,Finance - NBFC,EDELWEISS
Renaissance Global Ltd.,Diamond  &amp;  Jewellery,RGL
Karur Vysya Bank Ltd.,Bank - Private,KARURVYSYA
Tide Water Oil Company (India) Ltd.,Lubricants,TIDEWATER
Amrutanjan Health Care Ltd.,Pharmaceuticals &amp; Drugs,AMRUTANJAN
Xpro India Ltd.,Plastic Products,XPROINDIA
Hisar Metal Industries Ltd.,Steel &amp; Iron Products,HISARMETAL
Tera Software Ltd.,IT - Software,TERASOFT
Bharat Rasayan Ltd.,Pesticides &amp; Agrochemicals,BHARATRAS
Eastern Silk Industries Ltd.,Textile,EASTSILK
Elgi Rubber Company Ltd.,Rubber  Products,ELGIRUBCO
The Fertilisers And Chemicals Travancore Ltd.,Fertilizers,FACT
Ginni Filaments Ltd.,Textile - Spinning,GINNIFILA
Southern Petrochemical Industries Corporation Ltd.,Fertilizers,SPIC
De Nora India Ltd.,Electrodes &amp; Welding Equipment,DENORA
Zen Technologies Ltd.,IT - Software,ZENTEC
Tirupati Foam Ltd.,Textile,540904
Steel Exchange India Ltd.,Steel-Sponge Iron-Pig Iron,STEELXIND
Kavveri Telecom Products Ltd.,Telecommunication - Equipment,KAVVERITEL
Smruthi Organics Ltd.,Pharmaceuticals &amp; Drugs,540686
Sundaram Multi Pap Ltd.,Paper &amp; Paper Products,SUNDARAM
Aditya Birla Money Ltd.,Finance - Stock Broking,BIRLAMONEY
COSYN Ltd.,IT - Software,538922
Saksoft Ltd.,IT - Software,SAKSOFT
Kirloskar Electric Company Ltd.,Electric Equipment,KECL
Polyspin Exports Ltd.,Plastic Products,539354
Salona Cotspin Ltd.,Textile - Spinning,SALONA
Equippp Social Impact Technologies Ltd.,Trading,EQUIPPP
Shree Ajit Pulp &amp; Paper Ltd.,Paper &amp; Paper Products,538795
APL Apollo Tubes Ltd.,Steel &amp; Iron Products,APLAPOLLO
MK Exim (India) Ltd.,Textile,538890
The Andhra Sugars Ltd.,Diversified,ANDHRSUGAR
Jai Balaji Industries Ltd.,Steel-Sponge Iron-Pig Iron,JAIBALAJI
India Motor Parts &amp; Accessories Ltd.,Trading,IMPAL
KCP Ltd.,Cement &amp; Construction Materials,KCP
K.C.P. Sugar And Industries Corporation Ltd.,Sugar,KCPSUGIND
Khaitan (India) Ltd.,Sugar,KHAITANLTD
Radaan Mediaworks India Ltd.,Film Production,RADAAN
Sundaram Finance Ltd.,Finance - NBFC,SUNDARMFIN
Sundaram Brake Linings Ltd.,Auto Ancillary,SUNDRMBRAK
Wheels India Ltd.,Auto Ancillary,WHEELS
Ortin Laboratories Ltd.,Pharmaceuticals &amp; Drugs,ORTINLAB
Lambodhara Textiles Ltd.,Textile - Spinning,LAMBODHARA
Burnpur Cement Ltd.,Cement &amp; Construction Materials,BURNPUR
Jyothy Labs Ltd.,Household &amp; Personal Products,JYOTHYLAB
Kaushalya Infrastructure Development Corporation Ltd.,Engineering - Construction,KAUSHALYA
Kolte-Patil Developers Ltd.,Construction - Real Estate,KOLTEPATIL
eClerx Services Ltd.,BPO-ITeS,ECLERX
BGR Energy Systems Ltd.,Engineering - Construction,BGRENERGY
Transformers &amp; Rectifiers (India) Ltd.,Electric Equipment,TRIL
Brigade Enterprises Ltd.,Construction - Real Estate,BRIGADE
Aries Agro Ltd.,Fertilizers,ARIES
Porwal Auto Components Ltd.,Auto Ancillary,532933
Manaksia Ltd.,Trading,MANAKSIA
PPAP Automotive Ltd.,Auto Ancillary,PPAP
ISGEC Heavy Engineering Ltd.,Engineering - Industrial Equipments,ISGEC
Vardhman Acrylics Ltd.,Textile - Manmade  Fibres,VARDHACRLC
Precot Ltd.,Textile - Spinning,PRECOT
Oswal Greentech Ltd.,Finance - Investment,BINDALAGRO
Madras Fertilizers Ltd.,Fertilizers,MADRASFERT
Kothari Sugars And Chemicals Ltd.,Sugar,KOTARISUG
Kothari Petrochemicals Ltd.,Petrochemicals,KOTHARIPET
GKW Ltd.,Miscellaneous,GKWLIMITED
K.M. Sugar Mills Ltd.,Sugar,KMSUGAR
Reliance Power Ltd.,Power Generation-Distribution,RPOWER
Cords Cable Industries Ltd.,Cable,CORDSCABLE
J Kumar Infraprojects Ltd.,Engineering - Construction,JKIL
Onmobile Global Ltd.,IT - Software,ONMOBILE
Bang Overseas Ltd.,Textile,BANG
KNR Constructions Ltd.,Engineering - Construction,KNRCON
Globus Spirits Ltd.,Breweries &amp; Distilleries,GLOBUSSPR
IRB Infrastructure Developers Ltd.,Engineering - Construction,IRB
Shriram EPC Ltd.,Engineering - Construction,SHRIRAMEPC
GSS Infotech Ltd.,IT - Software,GSS
V-Guard Industries Ltd.,Electric Equipment,VGUARD
REC Ltd.,Finance Term Lending,RECLTD
Aishwarya Technologies and Telecom Ltd.,Telecommunication - Equipment,532975
Alkali Metals Ltd.,Chemicals,ALKALI
Greenearth Resources and Projects Ltd.,Industrial  Gases &amp; Fuels,AUSTRAL
Bafna Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs,BAFNAPH
Brahmaputra Infrastructure Ltd.,Engineering - Construction,535693
D.B. Corp Ltd.,Printing And Publishing,DBCORP
AJR Infra and Tolling Ltd.,Engineering - Construction,AJRINFRA
Gokul Refoils and Solvent Ltd.,Solvent  Extraction,GOKUL
Khadim India Ltd.,Retailing,KHADIM
Kiri Industries Ltd.,Dyes &amp; Pigments,KIRIINDUS
Lotus Eye Hospital And Institute Ltd.,Hospital &amp; Healthcare Services,LOTUSEYE
Mahindra Holidays &amp; Resorts India Ltd.,Hotel,MHRIL
Man InfraConstruction Ltd.,Engineering - Construction,MANINFRA
Niraj Cement Structurals Ltd.,Engineering - Construction,NIRAJ
Oil India Ltd.,Oil Exploration,OIL
PNC Infratech Ltd.,Engineering - Construction,PNCINFRA
Archidply Industries Ltd.,Wood &amp; Wood Products,ARCHIDPLY
Dhani Services Ltd.,Finance - Stock Broking,DHANI
Sea TV Network Ltd.,TV Broadcasting &amp; Software Production,533268
Sejal Glass Ltd.,Glass,SEJALLTD
Shankara Building Products Ltd.,Steel &amp; Iron Products,SHANKARA
Somi Conveyor Beltings Ltd.,Rubber  Products,SOMICONVEY
Titagarh Wagons Ltd.,Railways Wagons,TWL
Nahar Capital And Financial Services Ltd.,Finance - NBFC,NAHARCAP
Gokak Textiles Ltd.,Textile,532957
Bajaj Auto Ltd.,Automobile Two &amp; Three Wheelers,BAJAJ-AUTO
Agri-Tech (India) Ltd.,Agriculture,AGRITECH
Bodhtree Consulting Ltd.,IT - Software,BODHTREE
Denis Chem Lab Ltd.,Pharmaceuticals &amp; Drugs,537536
Jeevan Scientific Technology Ltd.,IT - Software,538837
Nath Bio-Genes (India) Ltd.,Agriculture,NATHBIOGEN
Quantum Build-Tech Ltd.,Construction - Real Estate,538596
Quest Financial Services Ltd.,Finance - NBFC,539962
Sunil Healthcare Ltd.,Chemicals,537253
India Power Corporation Ltd.,Power Generation-Distribution,DPSCLTD
Lohia Securities Ltd.,Finance - Stock Broking,590082
Wabco India Ltd.,Auto Ancillary,WABCOINDIA
Joonktollee Tea &amp; Industries Ltd.,Tea-Coffee,538092
Maithan Alloys Ltd.,Ferro &amp; Silica Manganese,MAITHANALL
Sankhya Infotech Ltd.,IT - Software,532972
Kuantum Papers Ltd.,Paper &amp; Paper Products,KUANTUM
Bajaj Finserv Ltd.,Finance - Investment,BAJAJFINSV
SKIL Infrastructure Ltd.,Engineering,SKIL
RPG Life Sciences Ltd.,Pharmaceuticals &amp; Drugs,RPGLIFE
Rane Brake Lining Ltd.,Auto Ancillary,RBL
Rane Engine Valve Ltd.,Auto Ancillary,RANEENGINE
CHL Ltd.,Hotel,532992
The Orissa Minerals Development Company Ltd.,Mining &amp; Minerals,ORISSAMINE
MVL Ltd.,Construction - Real Estate,MVL
Sicagen India Ltd.,Trading,SICAGEN
Cigniti Technologies Ltd.,IT - Software,CIGNITITEC
LGB Forge Ltd.,Forgings,LGBFORGE
Landmark Property Development Company Ltd.,Construction - Real Estate,LPDC
Mideast Integrated Steels Ltd.,Steel &amp; Iron Products,540744
Tilak Ventures Ltd.,Finance - Investment,503663
Yamini Investments Ltd.,Finance - Investment,511012
Adcon Capital Services Ltd.,Finance - NBFC,539506
Dhanashree Electronics Ltd.,Electric Equipment,542679
20 Microns Ltd.,Mining &amp; Minerals,20MICRONS
A Infrastructure Ltd.,Cement &amp; Construction Materials,539620
A2Z Infra Engineering Ltd.,Engineering - Construction,A2ZINFRA
Aarvi Encon Ltd.,Miscellaneous,AARVI
Advanced Enzyme Technologies Ltd.,Pharmaceuticals &amp; Drugs,ADVENZYMES
Ashoka Buildcon Ltd.,Engineering - Construction,ASHOKA
Bedmutha Industries Ltd.,Steel &amp; Iron Products,BEDMUTHA
Dollar Industries Ltd.,Textile,DOLLAR
BSE Ltd.,Finance - Others,BSE
CL Educate Ltd.,Educational Institutions,CLEDUCATE
Star Cement Ltd.,Cement &amp; Construction Materials,STARCEMENT
Central Depository Services (India) Ltd.,Finance - NBFC,CDSL
Chalet Hotels Ltd.,Hotel,CHALET
Cox &amp; Kings Ltd.,Travel Services,COX&KINGS
Devyani International Ltd.,Consumer Food,DEVYANI
Diligent Media Corporation Ltd.,Printing And Publishing,DNAMEDIA
Euro Multivision Ltd.,Consumer Durables - Electronics,EUROMULTI
Flexituff Ventures International Ltd.,Textile,FLEXITUFF
Galaxy Surfactants Ltd.,Household &amp; Personal Products,GALAXYSURF
Garden Reach Shipbuilders &amp; Engineers Ltd.,Ship Building,GRSE
Godrej Properties Ltd.,Construction - Real Estate,GODREJPROP
Gujarat Pipavav Port Ltd.,Port,GPPL
HDFC Asset Management Company Ltd.,Finance - Asset Management,HDFCAMC
Hindusthan Urban Infrastructure Ltd.,Electronics - Components,539984
Hi-Tech Pipes Ltd.,Steel &amp; Iron Products,HITECH
ICICI Securities Ltd.,Finance - Stock Broking,ISEC
Indian Railway Catering And Tourism Corporation Ltd.,Travel Services,IRCTC
Innovassynth Investments Ltd.,Finance - NBFC,533315
JSW Energy Ltd.,Power Generation-Distribution,JSWENERGY
Jindal Cotex Ltd.,Textile - Spinning,JINDCOT
Jullundur Motor Agency (Delhi) Ltd.,Trading,JMA
Karma Energy Ltd.,Power Generation-Distribution,KARMAENG
Laxmi Organic Industries Ltd.,Chemicals,LXCHEM
MSTC Ltd.,Trading,MSTCLTD
Mahanagar Gas Ltd.,Gas Transmission-Marketing,MGL
MMP Industries Ltd.,Aluminium &amp; Aluminium Products,MMP
MOIL Ltd.,Mining &amp; Minerals,MOIL
Metro Brands Ltd.,Retailing,METROBRAND
Sastasundar Ventures Ltd.,Finance - NBFC,SASTASUNDR
Mishra Dhatu Nigam Ltd.,Steel &amp; Iron Products,MIDHANI
MTAR Technologies Ltd.,Engineering,MTARTECH
Multi Commodity Exchange Of India Ltd.,Finance - Stock Broking,MCX
NBCC (India) Ltd.,Construction - Real Estate,NBCC
North Eastern Carrying Corporation Ltd.,Logistics,NECCLTD
One97 Communications Ltd.,e-Commerce,PAYTM
Palco Metals Ltd.,Aluminium &amp; Aluminium Products,539121
Rail Vikas Nigam Ltd.,Engineering - Construction,RVNL
Railtel Corporation Of India Ltd.,Telecommunication - Service  Provider,RAILTEL
Raj Oil Mills Ltd.,Solvent  Extraction,ROML
Rama Steel Tubes Ltd.,Steel &amp; Iron Products,RAMASTEEL
Ramky Infrastructure Ltd.,Engineering - Construction,RAMKY
RBL Bank Ltd.,Bank - Private,RBLBANK
Raunaq EPC International Ltd.,Engineering - Construction,537840
Ravi Kumar Distilleries Ltd.,Breweries &amp; Distilleries,RKDL
Nippon Life India Asset Management Ltd.,Finance - Asset Management,NAM-INDIA
Repco Home Finance Ltd.,Finance - Housing,REPCOHOME
Rites Ltd.,Engineering,RITES
Rolex Rings Ltd,Bearings,ROLEXRINGS
SAB Industries Ltd.,Construction - Real Estate,539112
S.P. Apparels Ltd.,Textile,SPAL
Samrat Forgings Ltd.,Forgings,543229
Sandhar Technologies Ltd.,Auto Ancillary,SANDHAR
Satia Industries Ltd.,Paper &amp; Paper Products,SATIA
Sharda Motor Industries Ltd.,Auto Ancillary,SHARDAMOTR
Shemaroo Entertainment Ltd.,Film Production,SHEMAROO
Shriram Properties Ltd.,Construction - Real Estate,SHRIRAMPPS
Snowman Logistics Ltd.,Logistics,SNOWMAN
Spencer's Retail Ltd.,Retailing,SPENCERS
Sumitomo Chemical India Ltd.,Pesticides &amp; Agrochemicals,SUMICHEM
Sal Automotive Ltd.,Auto Ancillary,539353
Syngene International Ltd.,Miscellaneous,SYNGENE
Talbros Engineering Ltd.,Auto Ancillary,538987
TCNS Clothing Co. Ltd.,Textile,TCNSBRANDS
UTI Asset Management Company Ltd.,Finance - Asset Management,UTIAMC
UFO Moviez India Ltd.,Film Production,UFO
VA Tech Wabag Ltd.,Miscellaneous,WABAG
Varun Beverages Ltd.,Consumer Food,VBL
VRL Logistics Ltd.,Logistics,VRLLOG
Simplex Mills Company Ltd.,Trading,533018
Simplex Papers Ltd.,Trading,533019
Adani Power Ltd.,Power Generation-Distribution,ADANIPOWER
Angel One Ltd.,Finance - Stock Broking,ANGELONE
ARSS Infrastructure Projects Ltd.,Engineering - Construction,ARSSINFRA
Indus Towers Ltd.,Telecommunication - Service  Provider,INDUSTOWER
Future Retail Ltd.,Retailing,FRETAIL
Aditya Birla Sun Life AMC Ltd.,Finance - Asset Management,ABSLAMC
Computer Age Management Services Ltd.,BPO-ITeS,CAMS
Dixon Technologies (India) Ltd.,Consumer Durables - Electronics,DIXON
DQ Entertainment (International) Ltd.,Film Production,DQE
General Insurance Corporation of India,Insurance,GICRE
Healthcare Global Enterprises Ltd.,Miscellaneous,HCG
ICICI Prudential Life Insurance Company Ltd.,Insurance,ICICIPRULI
IL&amp;FS Transportation Networks Ltd.,Engineering - Construction,IL&FSTRANS
Yaari Digital Integrated Services Ltd.,Miscellaneous,YAARI
Meghmani Finechem Ltd,Chemicals,MFL
MT Educare Ltd.,Educational Institutions,MTEDUCARE
NEL Holdings South Ltd.,Construction - Real Estate,NITESHEST
Ortel Communications Ltd.,TV Broadcasting &amp; Software Production,ORTEL
Persistent Systems Ltd.,IT - Software,PERSISTENT
Aditya Birla Fashion and Retail Ltd.,Retailing,ABFRL
Reliance Naval and Engineering Ltd.,Shipping,RNAVAL
SIS Ltd.,Miscellaneous,SIS
Tejas Networks Ltd.,IT - Hardware,TEJASNET
GNA Axles Ltd.,Auto Ancillary,GNA
Jaypee Infratech Ltd.,Construction - Real Estate,JPINFRATEC
Polycab India Ltd.,Cable,POLYCAB
SBI Life Insurance Company Ltd.,Insurance,SBILIFE
7Seas Entertainment Ltd.,IT - Software,540874
Just Dial Ltd.,Miscellaneous,JUSTDIAL
Cadsys India Ltd.,IT - Software,CADSYS
Chandra Bhagat Pharma Ltd.,Pharmaceuticals &amp; Drugs,542934
Omkar Speciality Chemicals Ltd.,Chemicals,OMKARCHEM
Sheela Foam Ltd.,Household &amp; Personal Products,SFL
Tijaria Polypipes Ltd.,Rubber  Products,TIJARIA
Vascon Engineers Ltd.,Engineering - Construction,VASCONEQ
Jocil Ltd.,Chemicals,JOCIL
Alkem Laboratories Ltd.,Pharmaceuticals &amp; Drugs,ALKEM
Astec Lifesciences Ltd.,Pesticides &amp; Agrochemicals,ASTEC
BMW Industries Ltd.,Engineering - Construction,542669
Bajaj Healthcare Ltd.,Pharmaceuticals &amp; Drugs,BAJAJHCARE
Beekay Steel Industries Ltd.,Steel &amp; Iron Products,539018
Bharat Dynamics Ltd.,Defence,BDL
Fineotex Chemical Ltd.,Chemicals,FCL
Housing &amp; Urban Development Corporation Ltd.,Finance - Housing,HUDCO
The Indian Wood Products Company Ltd.,Cigarettes-Tobacco,540954
Lemon Tree Hotels Ltd.,Hotel,LEMONTREE
Lux Industries Ltd.,Textile,LUXIND
Madhya Bharat Agro Products Ltd.,Fertilizers,MBAPL
Mauria Udyog Ltd.,Engineering - Industrial Equipments,539219
Sintercom India Ltd.,Auto Ancillary,SINTERCOM
Minda Corporation Ltd.,Auto Ancillary,MINDACORP
Newgen Software Technologies Ltd.,IT - Software,NEWGEN
Prestige Estates Projects Ltd.,Construction - Real Estate,PRESTIGE
Purohit Construction Ltd.,Construction - Real Estate,538993
Rushil Decor Ltd.,Paper &amp; Paper Products,RUSHIL
SMC Global Securities Ltd.,Finance - Stock Broking,SMCGLOBAL
Sansera Engineering Ltd.,Auto Ancillary,SANSERA
Shahlon Silk Industries Ltd.,Textile,542862
Sona BLW Precision Forgings Ltd.,Auto Ancillary,SONACOMS
Surana Solar Ltd.,Electronics - Components,SURANASOL
Unison Metals Ltd.,Steel &amp; Iron Products,538610
Varroc Engineering Ltd.,Auto Ancillary,VARROC
Vegetable Products Ltd.,Solvent  Extraction,539132
Craftsman Automation Ltd.,Engineering - Industrial Equipments,CRAFTSMAN
Jubilant FoodWorks Ltd.,Consumer Food,JUBLFOOD
Emkay Taps And Cutting Tools Ltd.,Engineering - Industrial Equipments,EMKAYTOOLS
